Id,Score,Col_1,Col_2,Col_3,Col_4,Col_5,Col_6,Col_7,Col_8,Col_9,Col_10,Col_11,Col_12,Col_13,Col_14,Col_15,Col_16,Col_17,Col_18,Col_19,Col_20,Col_21,Col_22,Col_23,Col_24,Col_25,Col_26,Col_27,Col_28,Col_29,Col_30,Col_31,Col_32
2947,13,2,1,a,a,0,1,12,e,b,18,d,f,1,32,m,13,i,2,0,a,2,a,3,b,a,5,h,a,b,15,9,b
2948,1,14,10,b,a,0,4,11,a,b,19,c,f,1,47,a,11,b,2,0,b,2,a,1,b,a,3,a,a,b,10,6,a
2949,2,17,1,a,a,0,1,3,c,b,3,e,a,1,73,r,8,i,3,5,b,3,b,1,b,a,5,f,a,b,15,0,b
2950,1,20,10,a,a,0,2,12,c,b,19,a,f,1,40,e,18,c,1,3,b,2,a,3,b,a,7,a,a,b,10,18,b
2951,1,17,1,a,a,0,3,13,e,b,0,d,a,1,86,r,11,g,1,0,b,6,a,1,b,a,13,f,c,b,15,18,b
2952,1,23,10,a,a,0,7,8,c,b,16,d,f,1,78,j,14,i,1,8,a,3,a,3,b,a,9,f,a,b,10,18,a
2953,8,14,6,c,a,0,0,5,e,b,15,d,a,1,46,r,6,i,1,0,a,2,b,3,b,a,12,f,a,b,5,3,b
2954,1,6,0,a,a,0,1,18,a,b,3,d,f,1,14,n,17,i,1,5,a,2,a,3,b,a,8,h,a,b,10,3,a
2955,4,15,0,a,a,0,0,1,e,b,14,a,f,1,22,b,17,b,1,1,b,6,b,1,b,a,16,j,a,b,15,9,b
2956,8,14,6,a,a,0,3,17,a,b,1,d,a,0,37,k,9,g,0,2,b,6,a,3,b,a,10,h,a,b,15,18,a
2957,4,18,5,a,a,0,3,1,e,b,15,d,f,1,80,r,9,i,1,2,a,2,b,1,a,a,4,h,a,b,15,18,b
2958,1,4,0,a,a,0,1,7,e,b,9,c,a,3,70,i,15,f,3,2,a,3,a,1,b,a,13,b,a,b,15,9,b
2959,1,16,10,a,a,0,0,6,e,b,15,a,h,0,43,h,7,a,0,1,b,1,a,1,b,a,4,b,a,b,0,18,b
2960,4,11,6,a,b,0,0,9,e,b,24,d,f,1,79,r,13,i,1,8,a,0,a,1,d,a,11,f,b,c,15,3,b
2961,9,6,1,b,a,0,4,18,a,b,9,d,c,1,61,p,22,f,1,0,a,0,a,1,b,a,2,h,a,b,5,18,a
2962,2,18,1,a,a,0,1,8,c,b,14,d,c,1,90,q,14,i,1,5,a,2,a,1,b,a,16,f,a,b,5,12,b
2963,1,10,10,e,a,0,0,8,c,b,0,c,f,1,88,i,11,a,1,3,a,2,a,1,b,a,15,j,a,b,15,9,b
2964,1,8,1,b,a,0,5,5,a,b,17,e,f,1,66,k,5,f,2,0,a,5,b,1,b,a,8,f,a,b,15,12,a
2965,5,13,5,a,a,0,4,6,e,b,9,d,a,0,60,r,7,g,0,2,b,6,b,1,b,a,16,h,a,b,15,0,b
2966,1,2,1,b,a,0,0,15,e,b,20,c,f,1,93,i,13,b,1,0,b,2,a,1,b,a,7,b,a,b,5,0,b
2967,2,2,1,a,b,0,1,3,e,b,0,c,a,1,53,i,7,f,3,1,a,5,b,1,b,b,11,b,a,b,5,15,b
2968,7,17,5,a,a,0,5,10,a,b,15,d,f,0,51,j,16,i,0,3,a,4,a,1,b,a,13,f,a,b,5,18,a
2969,6,6,5,a,b,0,4,5,d,b,1,d,a,1,82,k,7,h,1,4,a,0,b,3,b,b,7,f,a,b,5,18,b
2970,2,13,5,a,a,0,0,5,e,b,15,d,a,1,83,l,12,g,1,9,b,2,a,2,b,a,13,f,a,c,5,18,b
2971,2,6,10,c,b,0,0,12,e,d,20,c,f,5,54,i,15,c,5,0,b,3,a,1,b,b,5,j,a,b,15,18,b
2972,3,16,5,a,a,0,0,0,e,b,20,d,b,0,23,r,18,i,4,0,a,1,a,2,b,a,11,f,a,b,10,9,a
2973,4,13,10,a,a,0,1,7,d,b,16,c,f,1,98,b,12,f,1,8,a,6,a,1,b,a,13,b,a,c,10,18,b
2974,1,17,6,a,a,0,0,14,a,b,20,d,a,0,71,k,8,i,0,2,b,5,a,3,b,a,10,f,a,b,5,12,a
2975,10,16,6,a,a,0,3,18,b,b,20,c,h,1,49,i,14,f,4,10,b,4,a,1,b,a,15,b,a,b,15,15,a
2976,2,17,10,a,a,0,5,4,c,b,4,c,f,1,39,i,9,d,3,1,b,3,a,1,b,a,4,b,b,b,15,0,b
2977,4,8,6,a,a,0,1,8,a,b,0,c,f,3,75,i,11,f,3,5,b,6,a,1,b,a,10,b,a,b,10,15,a
2978,4,15,6,b,a,0,5,14,e,b,18,c,f,1,50,b,12,f,1,0,b,4,b,1,b,a,8,b,a,b,5,18,b
2979,8,20,10,a,b,1,0,5,e,b,11,c,a,1,83,e,11,a,1,3,b,6,a,1,b,b,11,b,a,b,5,6,b
2980,2,14,5,a,a,0,2,0,e,b,20,c,b,2,30,b,10,a,4,0,b,5,a,2,b,a,9,b,a,b,15,18,a
2981,2,14,0,a,a,0,2,15,e,b,13,c,a,0,73,a,6,a,0,2,a,3,a,1,b,a,21,b,a,b,0,9,a
2982,11,11,10,a,b,0,0,5,e,b,24,d,a,1,73,k,7,i,1,0,b,2,a,1,b,b,4,g,a,b,10,15,b
2983,6,21,10,a,a,0,3,7,e,b,6,d,f,0,20,k,20,i,0,3,b,5,b,1,b,a,10,h,a,b,15,15,b
2984,1,18,5,a,a,0,3,13,c,b,17,d,f,1,59,k,14,i,3,5,a,4,a,1,b,a,9,f,a,b,10,18,b
2985,1,4,10,a,a,0,3,7,e,b,15,d,f,3,67,k,9,i,3,3,a,1,b,1,b,a,11,f,a,b,10,18,b
2986,2,4,6,a,a,0,2,1,e,b,1,c,b,1,54,b,7,a,1,0,a,2,b,2,b,a,10,b,f,b,15,9,b
2987,1,5,10,b,a,0,3,4,a,b,5,c,b,0,44,b,8,a,0,0,a,2,b,1,b,a,11,b,f,b,5,15,a
2988,2,21,6,a,b,0,4,10,c,b,15,d,h,0,78,r,11,g,0,3,b,6,b,1,b,b,4,h,a,a,15,18,b
2989,19,10,0,a,a,0,4,18,a,b,12,d,h,2,26,r,14,g,2,2,b,1,a,1,b,a,13,f,a,b,5,6,a
2990,1,11,1,e,b,0,3,17,c,b,0,d,a,1,54,k,7,f,2,4,a,1,b,1,b,b,8,f,a,b,15,18,b
2991,1,10,6,b,a,0,0,11,c,b,18,c,f,1,30,i,12,c,1,0,a,6,b,1,b,a,1,b,a,b,0,6,b
2992,9,17,5,a,a,0,1,5,e,b,1,d,a,1,72,k,8,g,2,3,b,4,a,1,b,a,3,f,a,b,10,9,b
2993,7,17,1,c,b,0,4,11,e,b,0,e,f,0,88,r,8,i,0,0,a,1,a,1,b,b,10,f,a,b,15,12,b
2994,1,6,10,a,a,0,0,1,e,b,21,e,b,3,46,k,13,i,2,7,a,3,a,2,a,a,7,f,f,b,5,12,b
2995,7,5,0,a,a,0,2,10,e,b,10,d,h,1,25,k,18,g,1,1,a,5,a,3,b,a,2,h,a,b,0,12,b
2996,1,21,1,c,a,1,3,11,d,b,1,c,c,1,39,e,16,c,1,0,b,5,b,1,b,a,3,j,a,b,15,0,b
2997,1,19,6,b,a,0,1,9,c,b,3,d,h,1,7,n,11,f,1,0,a,0,a,3,b,a,7,h,a,b,5,15,b
2998,1,9,10,b,a,0,6,6,a,b,6,c,f,1,44,b,5,a,2,0,a,6,b,1,b,a,7,b,a,b,10,18,a
2999,1,17,1,b,a,0,0,12,e,b,0,d,h,0,24,r,12,f,1,0,a,2,a,1,b,a,4,f,a,b,5,18,b
3000,4,17,0,c,a,0,2,7,e,b,24,c,f,1,44,b,14,f,1,0,b,5,b,1,a,a,5,j,a,b,5,18,b
3001,4,20,0,b,a,0,3,7,a,b,7,c,f,0,59,d,19,f,1,0,a,3,b,1,b,a,4,b,a,b,10,6,a
3002,1,10,6,a,a,0,2,11,e,b,0,d,f,1,52,k,15,i,1,7,b,0,b,1,b,a,10,h,a,b,15,18,a
3003,5,16,10,a,b,0,1,4,e,b,3,c,a,1,87,b,9,a,1,1,a,5,a,1,b,b,13,b,a,b,10,15,b
3004,2,4,5,a,a,0,3,7,c,b,20,a,f,2,45,c,17,f,2,3,b,1,b,1,b,a,14,b,a,b,0,15,b
3005,7,17,0,a,a,0,1,17,e,d,17,d,h,1,4,n,12,g,1,0,a,3,b,3,b,a,11,g,a,b,5,12,b
3006,13,17,1,a,a,0,4,9,c,b,19,d,f,1,46,j,17,i,1,0,a,1,b,1,b,a,17,f,a,b,10,18,b
3007,4,18,5,a,a,0,3,18,e,b,10,d,f,1,62,k,12,i,1,6,b,3,a,1,b,a,15,g,a,b,5,18,b
3008,1,5,0,a,a,0,3,17,c,b,20,c,h,1,25,i,6,a,0,4,a,5,a,1,b,a,13,b,a,b,15,12,a
3009,7,16,1,a,b,0,1,4,e,b,14,d,a,1,79,k,6,g,1,1,a,3,b,1,a,b,7,f,a,b,5,3,b
3010,1,6,5,a,a,0,4,8,e,b,16,d,f,0,65,r,3,i,0,4,a,1,b,1,b,a,13,f,a,b,15,15,b
3011,1,18,6,b,a,0,0,1,e,b,24,c,b,2,57,b,15,a,1,2,b,0,a,3,c,a,1,b,a,b,15,18,b
3012,6,11,10,a,b,0,3,3,e,b,9,d,f,2,62,k,7,i,2,5,a,2,a,2,b,b,14,f,a,b,10,18,b
3013,1,13,1,a,a,0,4,3,e,b,8,a,f,1,99,b,7,a,1,7,b,4,b,2,b,a,20,b,a,b,15,18,b
3014,7,17,5,a,a,0,0,5,d,b,16,d,f,1,57,k,6,i,2,5,a,6,b,1,b,a,11,f,a,b,5,18,b
3015,7,1,6,b,a,0,0,13,a,b,15,c,c,0,68,i,14,c,0,0,a,1,b,3,b,a,3,b,c,b,10,15,a
3016,5,7,1,a,a,0,4,6,a,b,15,c,a,1,29,b,7,a,4,2,b,5,a,2,b,a,7,b,a,b,10,18,a
3017,6,16,6,a,a,0,2,8,c,b,3,c,f,1,84,b,9,c,1,6,b,6,a,1,b,a,10,b,a,b,5,15,b
3018,7,17,1,b,b,0,4,11,e,b,5,d,f,1,49,r,17,f,1,0,a,3,a,1,b,b,8,f,a,b,5,15,b
3019,1,2,10,a,a,0,1,4,c,b,19,d,b,1,43,r,5,i,1,1,b,5,a,4,b,a,12,f,f,b,15,3,b
3020,5,18,1,a,b,0,1,18,e,b,11,d,a,1,52,r,8,g,1,4,b,6,a,1,b,b,18,f,a,b,10,18,b
3021,5,6,10,b,a,0,4,2,a,b,17,d,a,1,85,k,14,f,3,4,b,3,a,3,b,a,8,f,a,b,15,18,a
3022,5,16,1,a,a,0,3,8,e,b,9,c,f,2,56,a,11,c,2,8,a,6,a,1,b,a,12,b,a,b,15,6,a
3023,5,17,10,a,a,0,3,4,c,b,20,c,f,3,70,i,7,a,3,11,a,6,a,1,b,a,17,j,b,b,0,9,b
3024,4,13,10,e,a,0,1,3,e,b,3,a,c,1,43,b,14,a,2,3,b,5,b,1,b,a,4,b,a,b,10,6,b
3025,19,3,10,b,a,0,2,18,c,b,0,e,h,1,37,k,11,f,1,1,a,5,a,1,c,a,8,f,a,c,15,18,a
3026,1,17,1,a,a,0,1,5,e,b,17,d,a,1,62,k,8,g,1,0,a,5,a,3,b,a,8,f,a,b,10,18,b
3027,4,21,1,a,a,0,1,11,e,b,22,c,c,1,45,i,17,c,1,0,a,5,a,3,b,a,2,j,a,a,10,18,b
3028,13,16,1,a,a,0,0,13,e,b,0,c,f,4,70,e,21,c,4,0,a,3,b,1,c,a,12,a,a,b,15,6,a
3029,1,16,5,a,a,0,1,16,e,b,19,c,a,0,34,i,6,a,1,3,a,4,a,2,b,a,8,b,a,b,5,9,a
3030,1,3,6,a,b,0,2,1,e,b,0,d,b,0,92,k,10,i,1,1,a,0,a,1,b,b,6,f,f,b,5,18,b
3031,2,22,0,b,a,0,4,9,e,b,11,c,f,0,39,i,8,c,0,0,a,6,a,1,b,a,4,j,a,b,5,18,b
3032,1,16,1,a,b,0,3,17,a,b,2,c,a,0,59,i,6,a,2,1,b,5,a,3,b,b,10,b,a,b,10,6,a
3033,7,2,6,b,a,0,1,2,c,b,4,c,f,1,35,i,15,c,1,0,a,3,a,3,b,a,15,j,g,b,5,18,a
3034,2,14,10,a,a,0,0,13,e,b,7,d,f,1,98,k,27,i,1,10,b,2,a,1,b,a,16,f,a,b,0,9,b
3035,1,5,6,a,a,0,3,1,e,b,17,d,b,1,51,k,10,i,1,0,a,3,a,1,b,a,4,f,f,b,15,0,b
3036,10,16,0,b,a,0,2,10,e,b,12,c,f,1,22,a,13,c,2,0,b,3,a,1,b,a,10,j,a,b,5,6,b
3037,11,22,10,d,a,0,2,18,c,b,0,d,f,0,35,k,14,f,0,10,a,3,a,1,b,a,16,h,a,b,10,18,b
3038,20,7,5,a,a,0,5,17,a,b,5,e,f,1,33,r,8,i,1,3,a,4,a,1,b,a,7,h,a,b,10,12,a
3039,1,11,1,a,a,0,2,10,e,b,3,d,f,3,77,j,10,i,3,5,a,0,a,1,b,a,11,f,a,d,5,18,b
3040,1,11,1,a,b,0,5,11,c,b,12,d,f,1,90,j,15,i,1,9,b,1,b,1,b,b,11,f,a,b,5,6,b
3041,1,11,6,b,a,0,3,0,e,b,20,c,b,1,27,b,10,a,3,3,a,6,a,2,b,a,4,b,a,b,10,6,a
3042,1,4,6,a,a,0,2,4,e,b,4,c,b,1,27,b,7,a,1,0,a,0,a,2,b,a,11,b,f,b,5,6,b
3043,1,8,10,a,a,0,5,11,a,b,19,c,f,1,52,i,11,f,4,0,b,0,a,1,b,a,2,j,a,c,10,18,a
3044,1,18,1,b,a,0,0,11,a,b,5,d,f,1,40,j,12,f,1,0,b,6,b,1,b,a,3,f,a,b,15,6,a
3045,2,13,1,c,b,0,1,1,e,b,17,d,f,1,83,r,7,i,1,0,a,6,a,1,b,b,18,h,a,b,0,18,b
3046,1,17,5,a,a,0,3,7,d,b,1,c,a,1,96,b,14,c,2,3,b,5,b,1,b,a,7,j,a,b,10,18,b
3047,1,10,6,a,b,0,1,13,a,d,10,d,f,1,69,r,12,i,1,7,a,2,b,3,d,a,13,f,a,b,5,9,a
3048,4,14,10,b,b,0,4,11,e,b,0,c,f,3,72,a,17,f,3,0,b,3,b,1,b,b,7,j,a,b,5,3,b
3049,1,3,10,a,a,0,2,17,a,b,14,c,f,0,25,i,11,d,0,2,b,1,a,1,b,a,12,b,b,b,5,15,a
3050,1,17,10,b,a,0,1,3,e,b,11,c,a,1,64,i,7,a,1,0,b,2,a,3,a,a,9,b,a,b,5,18,b
3051,7,16,1,a,a,0,3,6,d,b,16,d,e,1,85,n,6,i,1,8,b,6,a,1,b,a,21,f,a,b,10,12,b
3052,1,19,6,a,a,0,3,13,d,b,12,c,f,4,99,i,15,c,4,9,b,2,a,1,b,a,17,b,a,b,10,9,b
3053,5,23,6,a,b,0,1,11,c,b,19,c,f,1,76,d,17,c,3,3,b,5,b,1,b,b,3,b,a,c,15,15,b
3054,7,18,6,a,a,0,6,8,a,b,7,d,f,1,59,n,12,i,4,1,a,3,a,1,b,a,5,f,a,b,5,0,a
3055,1,16,5,b,a,0,3,10,e,b,18,c,h,1,40,e,13,f,1,0,a,3,b,1,b,a,3,b,a,b,15,15,b
3056,1,17,5,a,a,0,3,17,a,b,12,c,a,1,37,i,7,a,2,1,b,5,a,1,b,a,5,b,a,b,10,9,a
3057,1,21,1,a,a,0,5,11,e,b,0,b,a,1,58,i,14,c,1,3,a,5,b,2,b,a,15,j,e,b,10,18,b
3058,12,16,6,a,a,0,4,11,d,b,15,c,a,1,35,a,13,f,3,4,b,0,a,1,b,a,9,b,a,c,10,9,a
3059,8,19,10,a,a,0,1,14,e,b,1,d,f,1,88,r,11,i,3,0,a,0,b,1,b,a,13,l,a,b,10,15,b
3060,5,17,6,a,b,0,4,11,e,b,12,e,h,2,55,l,20,g,2,5,a,5,a,1,b,b,8,f,a,b,5,3,b
3061,5,9,1,a,a,0,6,12,a,b,13,d,h,1,15,r,14,g,1,1,b,0,b,1,b,a,9,f,a,d,10,18,a
3062,1,3,6,b,a,0,0,15,a,b,2,d,a,1,38,p,10,f,1,0,a,4,a,3,b,a,10,h,a,b,5,3,a
3063,4,8,6,a,b,0,3,3,e,b,12,c,f,1,70,i,6,a,1,3,a,2,a,3,b,b,6,b,a,b,10,15,b
3064,2,16,10,a,b,0,3,4,e,b,14,c,a,1,92,b,8,a,1,3,a,4,a,3,b,b,7,b,a,b,5,18,b
3065,7,5,6,c,b,0,2,7,e,b,17,c,f,1,49,i,20,b,1,0,a,3,a,1,c,b,8,j,a,b,10,12,b
3066,5,18,6,c,b,0,1,8,e,b,11,e,h,1,37,r,11,i,1,0,b,3,a,1,b,b,6,f,a,b,5,0,b
3067,11,18,5,a,a,0,3,3,c,b,12,c,g,0,76,i,11,a,2,5,a,5,a,2,b,a,10,b,a,b,5,18,b
3068,10,7,0,c,b,1,2,10,e,b,7,d,f,1,82,j,16,i,1,0,a,6,a,1,b,b,5,k,a,b,5,3,b
3069,7,7,10,b,a,0,0,14,a,b,2,d,c,1,72,j,22,f,1,0,a,5,a,1,b,a,8,h,e,b,10,18,a
3070,4,2,1,a,a,0,1,6,e,b,23,d,f,1,81,j,10,i,1,0,a,5,b,1,b,a,11,f,b,b,10,0,a
3071,1,13,10,a,a,0,0,1,e,b,22,c,f,2,48,b,13,a,1,0,b,5,b,3,a,a,3,b,g,b,5,9,b
3072,4,6,10,a,a,0,4,2,c,b,2,d,f,2,69,r,11,i,3,5,a,0,a,1,b,a,12,g,a,b,15,15,b
3073,2,11,6,a,a,0,2,8,a,b,21,c,f,1,37,d,10,c,1,5,a,2,b,1,a,a,11,a,c,b,5,9,a
3074,5,6,5,a,a,0,3,8,a,b,12,c,f,1,51,a,8,b,4,2,a,2,a,1,b,a,3,b,a,b,10,3,a
3075,1,11,10,b,a,0,0,3,a,b,9,d,a,1,44,r,7,f,1,0,a,5,b,1,b,a,3,h,a,b,15,12,a
3076,5,12,1,a,a,0,3,7,e,b,16,d,a,1,77,m,13,i,2,2,b,5,b,2,b,a,4,f,a,b,0,0,b
3077,1,10,0,a,a,0,6,3,a,b,9,c,f,1,45,b,7,a,1,1,b,2,b,3,b,a,3,b,a,a,15,18,a
3078,4,7,6,a,a,0,1,4,e,b,7,d,a,0,52,j,3,i,0,0,a,5,a,2,b,a,11,g,a,b,15,12,b
3079,20,22,10,b,a,0,4,17,e,b,9,e,f,1,61,k,3,f,1,0,a,5,b,0,b,a,8,h,a,b,5,18,b
3080,1,6,6,a,a,0,1,5,e,b,7,c,a,0,45,b,8,a,0,0,a,6,b,3,d,a,14,j,a,b,5,18,b
3081,7,17,1,c,b,0,1,10,c,b,14,d,f,1,54,r,12,i,5,0,a,6,a,2,b,b,13,f,a,b,5,15,b
3082,1,14,6,a,b,1,1,13,d,b,13,d,f,5,98,r,17,i,6,10,b,6,a,1,b,b,14,g,a,b,15,12,b
3083,1,16,1,b,a,0,3,3,a,b,10,d,a,1,56,n,7,f,1,0,a,2,a,1,a,a,17,f,a,b,5,12,a
3084,8,0,1,a,b,0,0,14,a,b,16,d,f,4,85,j,14,i,4,6,a,4,a,1,b,b,10,f,a,b,15,0,a
3085,11,9,1,e,a,0,4,17,e,b,0,d,a,1,39,r,13,f,1,1,b,5,a,1,b,a,3,h,a,b,15,15,b
3086,1,6,1,a,a,0,2,5,d,b,18,c,a,1,87,f,13,c,1,4,b,4,b,3,b,a,16,a,a,b,15,12,b
3087,1,6,1,c,a,0,4,3,e,b,15,d,a,0,45,r,11,i,0,0,a,5,b,3,b,a,17,f,a,b,5,18,b
3088,4,10,0,a,a,0,6,3,b,b,19,d,c,1,59,r,11,i,1,7,a,3,a,4,b,a,16,g,a,b,0,12,b
3089,2,17,1,a,b,0,0,6,e,b,3,c,b,2,76,a,7,a,2,2,b,5,a,3,b,b,5,j,a,b,10,9,b
3090,4,4,10,a,b,0,2,2,e,b,21,c,f,0,92,b,9,b,2,3,b,5,b,1,b,b,15,j,a,b,5,18,b
3091,1,18,1,a,a,0,1,0,d,b,20,d,b,1,33,m,10,i,4,2,a,3,b,1,b,a,6,f,a,b,5,9,b
3092,5,10,6,a,a,0,1,6,c,b,16,c,f,1,45,d,6,a,1,3,b,6,a,1,b,a,11,b,a,b,15,9,b
3093,10,14,1,a,b,1,2,10,e,b,18,d,f,3,85,k,16,i,3,3,a,4,b,1,b,b,8,f,a,b,5,15,b
3094,4,18,10,b,a,0,2,0,e,b,20,d,b,0,28,r,10,f,5,0,b,6,a,1,b,a,5,f,a,b,15,18,a
3095,1,12,5,b,b,0,2,6,e,b,0,c,a,1,75,g,8,a,1,3,a,5,a,3,b,b,13,b,a,d,10,15,b
3096,7,11,1,a,a,0,3,9,e,b,19,d,f,1,30,k,9,i,1,4,b,5,a,1,b,a,11,f,a,c,5,15,b
3097,1,0,1,a,a,0,0,13,e,b,13,c,f,0,3,i,11,c,0,0,b,2,a,4,b,a,9,b,a,b,15,18,b
3098,1,18,6,b,a,0,2,9,e,b,5,d,f,2,24,r,13,f,2,0,b,2,a,2,b,a,4,f,a,b,15,18,b
3099,1,7,5,a,a,0,1,4,e,b,2,d,f,1,91,k,7,i,1,0,b,3,a,1,b,a,2,g,c,b,15,9,b
3100,4,14,5,a,a,0,0,2,c,b,13,d,h,1,19,k,13,g,1,6,b,2,a,1,d,a,8,h,a,b,0,18,b
3101,1,12,5,b,b,0,4,6,c,b,16,d,a,1,84,k,8,f,3,0,a,6,a,1,b,b,10,f,a,b,15,15,b
3102,7,15,1,b,a,0,3,2,a,b,10,d,f,1,65,j,9,f,3,0,b,3,a,1,b,a,3,k,a,b,10,15,a
3103,5,20,6,e,b,0,6,9,d,b,0,d,f,1,85,k,17,f,1,7,a,1,b,3,b,b,9,h,a,b,15,9,b
3104,5,9,6,b,a,0,1,8,e,b,11,d,f,0,48,k,10,f,0,0,a,5,a,1,b,a,2,f,a,b,10,18,b
3105,1,7,6,a,a,0,0,7,e,b,3,c,f,1,52,e,14,c,1,9,a,4,a,1,b,a,17,j,a,c,5,6,b
3106,4,21,1,a,a,0,1,13,c,b,0,c,a,1,81,i,17,f,1,1,a,3,b,3,b,a,14,d,a,b,10,6,b
3107,1,3,6,a,b,0,2,15,a,b,22,c,f,1,56,b,7,c,3,3,b,3,b,1,b,b,9,b,a,b,10,3,a
3108,13,10,10,b,a,0,1,11,e,b,0,c,f,0,66,i,8,a,0,0,b,3,a,3,b,a,14,j,a,b,10,6,b
3109,7,11,6,b,a,0,1,8,e,b,5,c,f,1,49,b,8,b,3,0,a,3,a,1,b,a,9,j,a,b,10,15,b
3110,5,16,10,c,a,0,1,15,e,b,24,c,a,1,34,i,13,f,2,0,b,3,a,1,b,a,6,a,a,b,10,18,b
3111,1,4,6,a,a,0,2,14,c,b,4,c,f,1,44,e,15,c,5,1,a,0,a,1,b,a,6,b,a,b,5,18,b
3112,9,10,5,a,a,0,3,15,c,b,17,c,a,1,47,i,10,c,1,5,a,2,a,1,b,a,14,j,a,b,10,15,b
3113,8,6,5,a,a,0,4,11,e,b,1,d,a,6,49,n,18,g,6,0,a,5,a,1,b,a,9,h,a,b,15,9,b
3114,3,1,1,a,a,0,0,9,c,b,14,c,f,0,40,i,19,f,2,1,a,3,a,1,b,a,9,d,a,b,5,18,a
3115,1,20,6,a,a,0,1,13,e,d,1,d,f,2,71,p,20,i,2,0,a,5,b,1,b,a,17,h,a,b,15,3,a
3116,1,6,5,a,a,0,4,7,e,d,15,c,f,1,35,i,10,c,1,0,b,4,a,1,b,a,4,b,a,b,5,0,b
3117,1,0,6,a,a,0,0,13,e,b,9,c,f,0,24,i,13,a,1,0,b,0,b,1,b,a,9,b,a,b,10,0,b
3118,1,5,6,a,a,0,1,0,a,b,20,c,f,1,33,i,10,a,1,11,a,5,a,1,b,a,2,j,b,b,10,3,a
3119,1,21,10,c,b,0,1,13,c,b,16,d,a,0,79,k,17,i,0,2,a,4,a,2,b,b,15,f,c,b,10,18,b
3120,1,7,5,b,a,0,0,14,a,b,2,d,f,1,51,m,13,f,2,0,a,6,a,1,b,a,9,f,a,b,10,15,a
3121,1,0,0,b,a,0,0,12,e,d,4,c,a,0,19,i,15,a,0,0,a,2,b,1,b,a,2,a,a,b,15,6,b
3122,2,20,1,a,a,0,0,12,e,b,3,c,a,1,77,i,10,f,1,4,a,6,a,1,b,a,14,j,e,b,10,0,b
3123,1,18,5,a,a,0,1,6,d,b,10,d,f,1,81,n,9,i,1,11,a,6,a,1,b,a,17,f,a,b,10,18,b
3124,4,18,10,a,a,0,1,18,c,b,17,c,a,1,46,i,13,c,4,2,b,6,b,3,b,a,3,b,a,b,10,12,b
3125,1,0,10,b,b,0,0,12,c,b,7,d,a,0,39,r,13,f,0,0,b,2,a,1,b,b,2,f,a,b,5,9,b
3126,1,1,5,a,a,0,0,9,e,b,0,c,f,1,22,b,9,c,5,1,b,3,a,1,b,a,5,j,a,b,10,18,b
3127,10,18,6,a,a,0,1,4,e,b,16,c,f,1,72,e,9,d,2,3,a,3,b,3,b,a,4,b,a,a,5,9,b
3128,1,5,6,a,a,0,3,6,d,b,11,e,a,1,25,r,8,g,4,4,a,3,b,1,b,a,15,h,a,b,5,18,b
3129,1,19,10,a,a,0,0,0,e,b,20,a,b,1,23,g,18,a,2,5,a,6,b,2,b,a,8,e,a,b,15,12,a
3130,1,4,10,b,a,0,3,11,e,b,2,d,f,1,38,r,15,f,2,0,a,1,b,1,b,a,3,f,a,c,5,9,b
3131,1,14,1,a,a,0,3,14,a,b,12,d,f,2,79,o,13,i,3,10,b,3,b,1,b,a,14,f,a,b,5,18,a
3132,4,17,0,a,a,0,5,11,c,b,8,d,f,1,54,k,11,i,3,1,a,1,b,1,b,a,4,f,a,c,15,18,b
3133,11,11,6,a,a,0,4,8,d,b,0,d,f,1,43,k,13,i,4,6,b,2,b,1,b,a,8,l,a,b,5,3,b
3134,1,23,10,a,a,0,1,7,c,b,7,c,h,1,77,e,21,c,3,0,a,6,a,1,b,a,10,a,a,b,0,15,b
3135,2,18,10,c,a,0,1,13,e,b,13,c,f,1,71,i,9,b,1,6,b,2,b,1,b,a,21,j,a,b,5,3,a
3136,1,6,6,b,a,0,0,3,e,b,17,d,f,1,64,r,12,f,1,0,b,6,b,3,b,a,2,f,a,b,5,9,b
3137,1,16,1,a,a,0,6,12,e,b,6,c,h,0,44,i,9,c,0,0,b,4,b,1,b,a,5,j,a,b,10,6,b
3138,3,14,10,a,a,0,0,17,a,b,6,a,a,2,24,i,12,f,3,5,b,5,a,3,b,a,13,b,a,b,5,9,a
3139,1,12,10,b,a,1,0,4,c,b,15,d,b,1,9,k,8,f,1,0,a,3,a,1,b,a,14,f,a,b,5,0,b
3140,11,17,10,a,a,0,0,7,e,b,9,d,a,1,13,j,13,h,6,0,a,4,a,1,b,a,5,h,a,b,15,9,b
3141,7,18,10,b,a,0,5,11,a,b,9,d,f,1,30,r,13,f,3,0,a,6,a,1,b,a,9,g,a,b,15,15,a
3142,3,13,10,a,a,0,0,5,e,b,20,c,d,2,54,i,10,d,3,2,a,4,b,1,b,a,9,b,a,b,0,9,b
3143,4,7,6,a,a,0,1,5,e,b,18,d,a,1,59,q,12,i,1,8,a,4,b,3,b,a,12,h,d,b,5,12,b
3144,4,1,6,a,a,0,1,8,e,b,8,e,f,1,88,m,9,i,1,1,a,6,a,1,b,a,6,h,a,b,15,15,b
3145,2,18,1,a,a,0,0,11,e,b,9,c,a,2,41,i,12,c,2,3,b,6,a,1,b,a,12,b,c,b,10,15,b
3146,1,17,1,a,a,0,4,1,e,b,23,c,b,3,55,b,11,a,3,0,b,6,b,1,b,a,8,e,a,b,15,9,b
